hub_id,approved_rank,size_class,mp_id,lhm_location_name,matsim_interchange_node,scenario,from_stop_id,from_stop_name,from_stop_area_id,to_stop_id,to_stop_name,to_stop_area_id,original_time_s,reduction_factor,proposed_time_s,absolute_change_s,minimum_floor_applied,inclusion_reason
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,182908,München Ost,182907,182909,Ostbahnhof 2.Stammstrecke,182907,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,182909,Ostbahnhof 2.Stammstrecke,182907,182908,München Ost,182907,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106081,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106080,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106086,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106085,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106082,Ostbahnhof,106075,106083,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106082,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106080,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106086,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106085,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106081,Ostbahnhof,106075,106083,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106082,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106081,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106086,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106085,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106080,Ostbahnhof,106075,106083,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106082,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106081,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106080,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106085,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106086,Ostbahnhof,106075,106083,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106082,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106081,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106080,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106086,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,Ostbahnhof station complex,FAST_TRACK_2040,106085,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,0.20,144,36,false,Existing positive directed cross-stop relation wholly inside the approved hub complex.
