hub_id,approved_rank,size_class,mp_id,lhm_location_name,from_stop_id,from_stop_name,from_stop_area_id,to_stop_id,to_stop_name,to_stop_area_id,original_time_s,exclusion_reason,exclusion_scope,evidence
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,182908,München Ost,182907,182908,München Ost,182907,0,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,182909,Ostbahnhof 2.Stammstrecke,182907,182909,Ostbahnhof 2.Stammstrecke,182907,0,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106082,Ostbahnhof,106075,106082,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106081,Ostbahnhof,106075,106081,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106080,Ostbahnhof,106075,106080,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106086,Ostbahnhof,106075,106086,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106085,Ostbahnhof,106075,106085,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106084,Ostbahnhof,106075,106084,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106083,Ostbahnhof,106075,106083,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106079,Ostbahnhof,106075,106079,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106078,Ostbahnhof,106075,106078,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106077,Ostbahnhof,106075,106077,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,106076,Ostbahnhof,106075,106076,Ostbahnhof,106075,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,107902,Ostbahnhof (Post),107900,107902,Ostbahnhof (Post),107900,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_OSTBAHNHOF,1,large,506,Ostbahnhof/Belfortstraße,107901,Ostbahnhof (Post),107900,107901,Ostbahnhof (Post),107900,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106099,Hackerbrücke,106097,106099,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106098,Hackerbrücke,106097,106098,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106101,Hackerbrücke,106097,106101,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106100,Hackerbrücke,106097,106100,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106103,Hackerbrücke,106097,106103,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,106102,Hackerbrücke,106097,106102,Hackerbrücke,106097,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ZOB_HACKERBRUECKE,2,large,312,ZOB,181030,ZOB,181029,181030,ZOB,181029,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106860,Moosach,106857,106860,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106864,Moosach,106857,106864,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106863,Moosach,106857,106863,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106862,Moosach,106857,106862,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106861,Moosach,106857,106861,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106859,Moosach,106857,106859,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106858,Moosach,106857,106858,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106868,Moosach,106857,106868,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106867,Moosach,106857,106867,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106866,Moosach,106857,106866,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106865,Moosach,106857,106865,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MOOSACH,3,large,1002,Moosach Bahnhof,106869,Moosach,106857,106869,Moosach,106857,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107348,Münchner Freiheit,107347,107348,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107355,Münchner Freiheit,107347,107355,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107354,Münchner Freiheit,107347,107354,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107353,Münchner Freiheit,107347,107353,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107352,Münchner Freiheit,107347,107352,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107356,Münchner Freiheit,107347,107356,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107351,Münchner Freiheit,107347,107351,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107350,Münchner Freiheit,107347,107350,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_MUENCHNER_FREIHEIT,4,large,62,Münchner Freiheit,107349,Münchner Freiheit,107347,107349,Münchner Freiheit,107347,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROSENHEIMER_PLATZ,5,medium,503,Rosenheimer Platz,106071,Rosenheimer Platz,106069,106071,Rosenheimer Platz,106069,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROSENHEIMER_PLATZ,5,medium,503,Rosenheimer Platz,106070,Rosenheimer Platz,106069,106070,Rosenheimer Platz,106069,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROSENHEIMER_PLATZ,5,medium,503,Rosenheimer Platz,106074,Rosenheimer Platz,106069,106074,Rosenheimer Platz,106069,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROSENHEIMER_PLATZ,5,medium,503,Rosenheimer Platz,106073,Rosenheimer Platz,106069,106073,Rosenheimer Platz,106069,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROSENHEIMER_PLATZ,5,medium,503,Rosenheimer Platz,106072,Rosenheimer Platz,106069,106072,Rosenheimer Platz,106069,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ISARTOR,6,medium,203,Baaderstraße,106068,Isartor,106063,106068,Isartor,106063,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ISARTOR,6,medium,203,Baaderstraße,106067,Isartor,106063,106067,Isartor,106063,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
